Location,data_storage_needed,Time_Critical,Class
Near_to_Fog,40749,Yes,Fog
Only_to_Cloud,51018,Yes,Cloud
Only_to_Cloud,67285,Yes,Cloud
Near_to_Fog,94121,No,Cloud
Near_to_Fog,66852,No,Cloud
Only_to_Cloud,5702,No,Cloud
Near_to_Fog,57958,Yes,Fog
Only_to_Cloud,84376,No,Cloud
Near_to_Fog,87682,Yes,Fog
Near_to_Fog,24391,Yes,Fog
Only_to_Cloud,52828,Yes,Cloud
Only_to_Cloud,39018,No,Cloud
Near_to_Fog,49232,Yes,Fog
Near_to_Fog,9151,No,Cloud
Only_to_Cloud,64436,No,Cloud
Near_to_Fog,40417,No,Cloud
Near_to_Fog,95886,No,Cloud
Near_to_Fog,1555,No,Cloud
Near_to_Fog,88098,Yes,Fog
Near_to_Fog,74759,Yes,Fog
Near_to_Fog,26037,No,Cloud
Only_to_Cloud,44855,Yes,Cloud
Near_to_Fog,60510,No,Cloud
Near_to_Fog,25264,No,Cloud
Only_to_Cloud,83421,No,Cloud
Only_to_Cloud,91223,No,Cloud
Only_to_Cloud,91858,No,Cloud
Near_to_Fog,14080,Yes,Fog
Only_to_Cloud,8799,No,Cloud
Only_to_Cloud,46275,Yes,Cloud
Near_to_Fog,34277,Yes,Fog
Near_to_Fog,76975,Yes,Fog
Near_to_Fog,80545,Yes,Fog
Near_to_Fog,16807,Yes,Fog
Only_to_Cloud,24075,Yes,Cloud
Near_to_Fog,88987,No,Cloud
Near_to_Fog,75719,Yes,Fog
Only_to_Cloud,51547,Yes,Cloud
Near_to_Fog,72948,Yes,Fog
Only_to_Cloud,63861,No,Cloud
Only_to_Cloud,60079,Yes,Cloud
Only_to_Cloud,47131,No,Cloud
Near_to_Fog,70450,Yes,Fog
Only_to_Cloud,39601,Yes,Cloud
Only_to_Cloud,7409,Yes,Cloud
Near_to_Fog,86753,No,Cloud
Only_to_Cloud,24236,No,Cloud
Only_to_Cloud,40434,Yes,Cloud
Near_to_Fog,79836,Yes,Fog
Near_to_Fog,35081,Yes,Fog
Only_to_Cloud,44384,Yes,Cloud
Only_to_Cloud,25759,Yes,Cloud
Near_to_Fog,7355,Yes,Fog
Only_to_Cloud,81474,Yes,Cloud
Only_to_Cloud,6420,Yes,Cloud
Only_to_Cloud,87880,Yes,Cloud
Near_to_Fog,88738,Yes,Fog
Only_to_Cloud,50946,Yes,Cloud
Near_to_Fog,34028,No,Cloud
Only_to_Cloud,42586,No,Cloud
Only_to_Cloud,77030,No,Cloud
Only_to_Cloud,32770,Yes,Cloud
Near_to_Fog,42284,No,Cloud
Only_to_Cloud,1437,No,Cloud
Near_to_Fog,56948,No,Cloud
Only_to_Cloud,14187,Yes,Cloud
Only_to_Cloud,59140,No,Cloud
Only_to_Cloud,72818,No,Cloud
Near_to_Fog,93735,Yes,Fog
Only_to_Cloud,65667,Yes,Cloud
Near_to_Fog,27706,Yes,Fog
Only_to_Cloud,74943,No,Cloud
Near_to_Fog,5028,Yes,Fog
Only_to_Cloud,45884,Yes,Cloud
Only_to_Cloud,19969,No,Cloud
Only_to_Cloud,14070,Yes,Cloud
Only_to_Cloud,58469,Yes,Cloud
Near_to_Fog,28651,No,Cloud
Only_to_Cloud,96688,No,Cloud
Near_to_Fog,83413,Yes,Fog
Near_to_Fog,56088,Yes,Fog
Near_to_Fog,12299,Yes,Fog
Near_to_Fog,9436,No,Cloud
Only_to_Cloud,31171,Yes,Cloud
Near_to_Fog,72794,Yes,Fog
Near_to_Fog,79308,No,Cloud
Only_to_Cloud,60241,Yes,Cloud
Near_to_Fog,94755,Yes,Fog
Only_to_Cloud,6750,No,Cloud
Only_to_Cloud,82477,Yes,Cloud
Near_to_Fog,19595,Yes,Fog
Only_to_Cloud,80955,Yes,Cloud
Only_to_Cloud,58820,Yes,Cloud
Near_to_Fog,30579,Yes,Fog
Only_to_Cloud,79072,No,Cloud
Only_to_Cloud,58784,Yes,Cloud
Only_to_Cloud,38092,No,Cloud
Only_to_Cloud,51389,Yes,Cloud
Near_to_Fog,47855,Yes,Fog
Only_to_Cloud,4445,No,Cloud
Near_to_Fog,44363,No,Cloud
Only_to_Cloud,863,No,Cloud
Near_to_Fog,74714,Yes,Fog
Near_to_Fog,49603,No,Cloud
Only_to_Cloud,57900,No,Cloud
Near_to_Fog,39068,No,Cloud
Near_to_Fog,81242,Yes,Fog
Only_to_Cloud,40915,No,Cloud
Near_to_Fog,80485,No,Cloud
Only_to_Cloud,95069,Yes,Cloud
Only_to_Cloud,33611,No,Cloud
Only_to_Cloud,98352,No,Cloud
Only_to_Cloud,28209,Yes,Cloud
Only_to_Cloud,42908,No,Cloud
Only_to_Cloud,5088,No,Cloud
Only_to_Cloud,50260,Yes,Cloud
Near_to_Fog,22679,No,Cloud
Only_to_Cloud,47529,Yes,Cloud
Only_to_Cloud,6178,Yes,Cloud
Only_to_Cloud,96758,No,Cloud
Only_to_Cloud,35054,Yes,Cloud
Only_to_Cloud,63786,No,Cloud
Only_to_Cloud,73169,Yes,Cloud
Near_to_Fog,87567,No,Cloud
Only_to_Cloud,88987,Yes,Cloud
Near_to_Fog,89345,No,Cloud
Near_to_Fog,69501,No,Cloud
Near_to_Fog,48688,No,Cloud
Only_to_Cloud,66747,No,Cloud
Near_to_Fog,84070,Yes,Fog
Near_to_Fog,318,Yes,Fog
Near_to_Fog,66176,Yes,Fog
Only_to_Cloud,89378,No,Cloud
Near_to_Fog,97516,Yes,Fog
Near_to_Fog,1820,Yes,Fog
Near_to_Fog,34094,Yes,Fog
Only_to_Cloud,13598,No,Cloud
Near_to_Fog,51769,Yes,Fog
Only_to_Cloud,93514,Yes,Cloud
Only_to_Cloud,79430,Yes,Cloud
Near_to_Fog,79536,Yes,Fog
Near_to_Fog,39745,No,Cloud
Only_to_Cloud,3506,Yes,Cloud
Near_to_Fog,14465,No,Cloud
Near_to_Fog,91213,No,Cloud
Only_to_Cloud,20318,Yes,Cloud
Near_to_Fog,78857,No,Cloud
Near_to_Fog,8168,Yes,Fog
Only_to_Cloud,98194,Yes,Cloud
Near_to_Fog,12316,Yes,Fog
Near_to_Fog,22460,Yes,Fog
Near_to_Fog,49804,Yes,Fog
Only_to_Cloud,32006,No,Cloud
Near_to_Fog,8242,No,Cloud
Only_to_Cloud,94065,Yes,Cloud
Near_to_Fog,33259,Yes,Fog
Only_to_Cloud,10703,No,Cloud
Near_to_Fog,89454,No,Cloud
Near_to_Fog,48538,Yes,Fog
Only_to_Cloud,72700,Yes,Cloud
Only_to_Cloud,90011,Yes,Cloud
Only_to_Cloud,65736,No,Cloud
Only_to_Cloud,83815,Yes,Cloud
Only_to_Cloud,88730,No,Cloud
Only_to_Cloud,58973,Yes,Cloud
Only_to_Cloud,58771,Yes,Cloud
Only_to_Cloud,17314,Yes,Cloud
Only_to_Cloud,51608,Yes,Cloud
Only_to_Cloud,25241,Yes,Cloud
Only_to_Cloud,94842,Yes,Cloud
Near_to_Fog,65018,No,Cloud
Near_to_Fog,86812,Yes,Fog
Only_to_Cloud,73748,Yes,Cloud
Only_to_Cloud,19426,Yes,Cloud
Near_to_Fog,29794,Yes,Fog
Only_to_Cloud,87829,No,Cloud
Near_to_Fog,6318,Yes,Fog
Near_to_Fog,88670,Yes,Fog
Only_to_Cloud,99092,No,Cloud
Only_to_Cloud,89507,Yes,Cloud
Only_to_Cloud,3628,No,Cloud
Near_to_Fog,33496,Yes,Fog
Only_to_Cloud,47247,No,Cloud
Only_to_Cloud,68576,No,Cloud
Near_to_Fog,8607,No,Cloud
Near_to_Fog,15280,Yes,Fog
Only_to_Cloud,50270,No,Cloud
Only_to_Cloud,21774,Yes,Cloud
Only_to_Cloud,89553,No,Cloud
Near_to_Fog,38952,No,Cloud
Only_to_Cloud,9319,Yes,Cloud
Only_to_Cloud,13239,No,Cloud
Near_to_Fog,14746,No,Cloud
Only_to_Cloud,12090,No,Cloud
Only_to_Cloud,94118,Yes,Cloud
Near_to_Fog,9487,Yes,Fog
Near_to_Fog,26326,No,Cloud
Near_to_Fog,37763,No,Cloud
Only_to_Cloud,51695,Yes,Cloud
Near_to_Fog,67620,No,Cloud
Near_to_Fog,15919,Yes,Fog
Near_to_Fog,21610,Yes,Fog
Near_to_Fog,75248,No,Cloud
Near_to_Fog,48441,Yes,Fog
Only_to_Cloud,41988,Yes,Cloud
Only_to_Cloud,18354,No,Cloud
Near_to_Fog,54810,Yes,Fog
Only_to_Cloud,47988,Yes,Cloud
Near_to_Fog,57448,No,Cloud
Near_to_Fog,41869,Yes,Fog
Only_to_Cloud,71712,No,Cloud
Only_to_Cloud,85969,No,Cloud
Only_to_Cloud,8599,Yes,Cloud
Only_to_Cloud,85662,No,Cloud
Near_to_Fog,26394,No,Cloud
Only_to_Cloud,28379,No,Cloud
Only_to_Cloud,66694,No,Cloud
Near_to_Fog,5826,No,Cloud
Near_to_Fog,10010,No,Cloud
Only_to_Cloud,71436,No,Cloud
Only_to_Cloud,67267,Yes,Cloud
Near_to_Fog,60199,No,Cloud
Only_to_Cloud,37834,Yes,Cloud
Near_to_Fog,9794,Yes,Fog
Near_to_Fog,69158,No,Cloud
Near_to_Fog,52871,Yes,Fog
Only_to_Cloud,21224,Yes,Cloud
Near_to_Fog,34369,Yes,Fog
Only_to_Cloud,26102,Yes,Cloud
Near_to_Fog,72011,Yes,Fog
Near_to_Fog,25453,No,Cloud
Near_to_Fog,53176,No,Cloud
Only_to_Cloud,76316,Yes,Cloud
Near_to_Fog,48883,No,Cloud
Near_to_Fog,21200,No,Cloud
Only_to_Cloud,71495,No,Cloud
Near_to_Fog,79139,No,Cloud
Near_to_Fog,40395,Yes,Fog
Near_to_Fog,24628,No,Cloud
Only_to_Cloud,25847,No,Cloud
Near_to_Fog,21985,Yes,Fog
Only_to_Cloud,9026,No,Cloud
Only_to_Cloud,26993,No,Cloud
Only_to_Cloud,26102,Yes,Cloud
Near_to_Fog,78364,Yes,Fog
Near_to_Fog,4202,Yes,Fog
Near_to_Fog,29767,Yes,Fog
Only_to_Cloud,31004,Yes,Cloud
Only_to_Cloud,53548,No,Cloud
Only_to_Cloud,63816,No,Cloud
Only_to_Cloud,30175,No,Cloud
Near_to_Fog,16913,No,Cloud
Near_to_Fog,88719,Yes,Fog
Near_to_Fog,11672,Yes,Fog
Only_to_Cloud,1390,No,Cloud
Only_to_Cloud,35688,Yes,Cloud
Only_to_Cloud,47498,Yes,Cloud
Near_to_Fog,89628,Yes,Fog
Near_to_Fog,96695,Yes,Fog
Only_to_Cloud,18138,No,Cloud
Only_to_Cloud,72690,No,Cloud
Near_to_Fog,1725,Yes,Fog
Only_to_Cloud,47119,No,Cloud
Only_to_Cloud,95459,Yes,Cloud
Only_to_Cloud,14161,Yes,Cloud
Near_to_Fog,86263,No,Cloud
Near_to_Fog,20568,Yes,Fog
Only_to_Cloud,3023,No,Cloud
Near_to_Fog,92162,No,Cloud
Only_to_Cloud,66366,Yes,Cloud
Near_to_Fog,2669,No,Cloud
Only_to_Cloud,57527,No,Cloud
Only_to_Cloud,53155,No,Cloud
Near_to_Fog,87925,No,Cloud
Only_to_Cloud,62900,Yes,Cloud
Only_to_Cloud,83016,No,Cloud
Near_to_Fog,7079,No,Cloud
Near_to_Fog,68694,Yes,Fog
Near_to_Fog,70567,No,Cloud
Near_to_Fog,83126,Yes,Fog
Only_to_Cloud,8760,Yes,Cloud
Near_to_Fog,2722,Yes,Fog
Near_to_Fog,83405,No,Cloud
Only_to_Cloud,89577,Yes,Cloud
Only_to_Cloud,57893,No,Cloud
Only_to_Cloud,13793,No,Cloud
Only_to_Cloud,44726,No,Cloud
Only_to_Cloud,46566,Yes,Cloud
Only_to_Cloud,70625,Yes,Cloud
Only_to_Cloud,82611,Yes,Cloud
Near_to_Fog,13294,Yes,Fog
Only_to_Cloud,68947,Yes,Cloud
Near_to_Fog,71742,No,Cloud
Only_to_Cloud,26801,Yes,Cloud
Near_to_Fog,18860,Yes,Fog
Near_to_Fog,98867,Yes,Fog
Near_to_Fog,97315,Yes,Fog
Near_to_Fog,68373,Yes,Fog
Only_to_Cloud,49211,Yes,Cloud
Only_to_Cloud,23534,No,Cloud
Only_to_Cloud,51533,Yes,Cloud
Only_to_Cloud,29772,No,Cloud
Near_to_Fog,84674,No,Cloud
Near_to_Fog,82363,Yes,Fog
Near_to_Fog,91606,No,Cloud
Near_to_Fog,23051,Yes,Fog
Only_to_Cloud,75885,Yes,Cloud
Only_to_Cloud,14758,Yes,Cloud
Only_to_Cloud,98801,No,Cloud
Only_to_Cloud,81384,Yes,Cloud
Near_to_Fog,71730,No,Cloud
Only_to_Cloud,14078,Yes,Cloud
Near_to_Fog,51403,Yes,Fog
Only_to_Cloud,28024,Yes,Cloud
Near_to_Fog,68682,No,Cloud
Only_to_Cloud,33982,No,Cloud
Near_to_Fog,93696,No,Cloud
Only_to_Cloud,78623,Yes,Cloud
Near_to_Fog,83618,Yes,Fog
Near_to_Fog,33293,No,Cloud
Only_to_Cloud,51456,Yes,Cloud
Near_to_Fog,27224,Yes,Fog
Near_to_Fog,22618,Yes,Fog
Only_to_Cloud,14199,Yes,Cloud
Only_to_Cloud,34358,Yes,Cloud
Only_to_Cloud,50603,Yes,Cloud
Near_to_Fog,13855,Yes,Fog
Only_to_Cloud,85480,Yes,Cloud
Near_to_Fog,64451,No,Cloud
Near_to_Fog,52551,No,Cloud
Near_to_Fog,63314,Yes,Fog
Only_to_Cloud,53147,Yes,Cloud
Only_to_Cloud,702,No,Cloud
Only_to_Cloud,82607,Yes,Cloud
Only_to_Cloud,28056,Yes,Cloud
Only_to_Cloud,16890,No,Cloud
Near_to_Fog,18591,No,Cloud
Near_to_Fog,21533,Yes,Fog
Near_to_Fog,9889,No,Cloud
Near_to_Fog,2253,Yes,Fog
Near_to_Fog,49006,No,Cloud
Near_to_Fog,54481,No,Cloud
Near_to_Fog,30458,No,Cloud
Only_to_Cloud,59147,No,Cloud
Near_to_Fog,90851,Yes,Fog
Only_to_Cloud,33076,Yes,Cloud
Near_to_Fog,69838,No,Cloud
Near_to_Fog,25639,No,Cloud
Only_to_Cloud,1335,No,Cloud
Near_to_Fog,64677,Yes,Fog
Near_to_Fog,23732,Yes,Fog
Near_to_Fog,86430,Yes,Fog
Only_to_Cloud,51589,Yes,Cloud
Only_to_Cloud,70167,Yes,Cloud
Near_to_Fog,72228,No,Cloud
Near_to_Fog,71322,Yes,Fog
Near_to_Fog,12676,No,Cloud
Only_to_Cloud,88907,Yes,Cloud
Only_to_Cloud,9970,No,Cloud
Near_to_Fog,41877,No,Cloud
Near_to_Fog,33813,Yes,Fog
Only_to_Cloud,80133,Yes,Cloud
Only_to_Cloud,92260,No,Cloud
Near_to_Fog,88266,Yes,Fog
Near_to_Fog,47028,Yes,Fog
Only_to_Cloud,75019,No,Cloud
Only_to_Cloud,87135,No,Cloud
Near_to_Fog,25442,No,Cloud
Near_to_Fog,52993,No,Cloud
Near_to_Fog,54019,No,Cloud
Near_to_Fog,92934,Yes,Fog
Only_to_Cloud,80260,Yes,Cloud
Only_to_Cloud,69251,No,Cloud
Only_to_Cloud,7128,Yes,Cloud
Near_to_Fog,8881,Yes,Fog
Near_to_Fog,67760,No,Cloud
Only_to_Cloud,89700,No,Cloud
Near_to_Fog,70560,Yes,Fog
Only_to_Cloud,76909,No,Cloud
Near_to_Fog,6186,Yes,Fog
Only_to_Cloud,79264,Yes,Cloud
Only_to_Cloud,62726,Yes,Cloud
Near_to_Fog,60885,Yes,Fog
Near_to_Fog,61147,No,Cloud
Near_to_Fog,83337,No,Cloud
Only_to_Cloud,49156,Yes,Cloud
Only_to_Cloud,54580,No,Cloud
Near_to_Fog,17499,No,Cloud
Only_to_Cloud,97118,Yes,Cloud
Only_to_Cloud,74123,Yes,Cloud
Near_to_Fog,929,Yes,Fog
Only_to_Cloud,62105,No,Cloud
Near_to_Fog,40180,No,Cloud
Near_to_Fog,62053,Yes,Fog
Near_to_Fog,29829,No,Cloud
Near_to_Fog,90067,Yes,Fog
Near_to_Fog,8681,Yes,Fog
Only_to_Cloud,90628,No,Cloud
Near_to_Fog,79326,No,Cloud
Only_to_Cloud,2044,No,Cloud
Only_to_Cloud,21868,Yes,Cloud
Only_to_Cloud,59340,Yes,Cloud
Near_to_Fog,61650,No,Cloud
Only_to_Cloud,22779,No,Cloud
Near_to_Fog,16553,No,Cloud
Only_to_Cloud,88764,No,Cloud
Only_to_Cloud,41647,Yes,Cloud
Near_to_Fog,99968,Yes,Fog
Near_to_Fog,9256,Yes,Fog
Near_to_Fog,4425,Yes,Fog
Only_to_Cloud,59,Yes,Cloud
Near_to_Fog,91762,No,Cloud
Near_to_Fog,6854,Yes,Fog
Only_to_Cloud,24465,No,Cloud
Near_to_Fog,50243,Yes,Fog
Only_to_Cloud,83245,Yes,Cloud
Near_to_Fog,21024,Yes,Fog
Only_to_Cloud,59580,Yes,Cloud
Only_to_Cloud,96708,Yes,Cloud
Near_to_Fog,79558,Yes,Fog
Only_to_Cloud,75063,No,Cloud
Only_to_Cloud,16525,No,Cloud
Only_to_Cloud,85218,No,Cloud
Only_to_Cloud,96816,No,Cloud
Only_to_Cloud,62661,Yes,Cloud
Only_to_Cloud,39325,No,Cloud
Only_to_Cloud,52251,Yes,Cloud
Near_to_Fog,77113,No,Cloud
Only_to_Cloud,94544,Yes,Cloud
Only_to_Cloud,26995,Yes,Cloud
Near_to_Fog,29735,Yes,Fog
Near_to_Fog,71475,Yes,Fog
Near_to_Fog,80599,No,Cloud
Near_to_Fog,81031,Yes,Fog
Only_to_Cloud,14565,No,Cloud
Near_to_Fog,33846,Yes,Fog
Only_to_Cloud,42360,No,Cloud
Near_to_Fog,33926,Yes,Fog
Only_to_Cloud,1788,Yes,Cloud
Only_to_Cloud,93188,Yes,Cloud
Near_to_Fog,5710,No,Cloud
Near_to_Fog,68941,No,Cloud
Near_to_Fog,51992,No,Cloud
Near_to_Fog,29288,Yes,Fog
Only_to_Cloud,68214,No,Cloud
Near_to_Fog,12374,Yes,Fog
Near_to_Fog,75325,Yes,Fog
Only_to_Cloud,71061,Yes,Cloud
Only_to_Cloud,50810,Yes,Cloud
Near_to_Fog,66485,No,Cloud
Near_to_Fog,80400,Yes,Fog
Near_to_Fog,61338,Yes,Fog
Only_to_Cloud,38303,No,Cloud
Near_to_Fog,3771,Yes,Fog
Near_to_Fog,18425,No,Cloud
Only_to_Cloud,7884,Yes,Cloud
Near_to_Fog,56213,No,Cloud
Near_to_Fog,79814,No,Cloud
Only_to_Cloud,28255,No,Cloud
Only_to_Cloud,72227,No,Cloud
Only_to_Cloud,68536,No,Cloud
Only_to_Cloud,67071,No,Cloud
Only_to_Cloud,75456,No,Cloud
Only_to_Cloud,41798,Yes,Cloud
Only_to_Cloud,33461,Yes,Cloud
Near_to_Fog,81696,Yes,Fog
Only_to_Cloud,16742,No,Cloud
Only_to_Cloud,96584,Yes,Cloud
Only_to_Cloud,54188,Yes,Cloud
Near_to_Fog,89619,Yes,Fog
Only_to_Cloud,70186,Yes,Cloud
Only_to_Cloud,54552,Yes,Cloud
Near_to_Fog,38573,Yes,Fog
Only_to_Cloud,25030,Yes,Cloud
Only_to_Cloud,27240,No,Cloud
Only_to_Cloud,1070,Yes,Cloud
Near_to_Fog,61863,No,Cloud
Near_to_Fog,19779,Yes,Fog
Only_to_Cloud,82802,Yes,Cloud
Only_to_Cloud,30367,No,Cloud
Only_to_Cloud,47130,Yes,Cloud
Near_to_Fog,67924,No,Cloud
Only_to_Cloud,77769,No,Cloud
Only_to_Cloud,16658,No,Cloud
Only_to_Cloud,23292,No,Cloud
Only_to_Cloud,64819,No,Cloud
Near_to_Fog,92961,No,Cloud
Near_to_Fog,28835,No,Cloud
Only_to_Cloud,16478,No,Cloud
Near_to_Fog,7972,Yes,Fog
Only_to_Cloud,44984,Yes,Cloud
Near_to_Fog,49202,No,Cloud
Only_to_Cloud,68507,No,Cloud
Only_to_Cloud,45185,No,Cloud
Only_to_Cloud,16141,Yes,Cloud
Near_to_Fog,10096,No,Cloud
Only_to_Cloud,76466,Yes,Cloud
Near_to_Fog,62751,No,Cloud
Only_to_Cloud,74371,No,Cloud
Only_to_Cloud,80727,No,Cloud
Only_to_Cloud,83851,Yes,Cloud
Only_to_Cloud,90293,No,Cloud
Only_to_Cloud,93415,No,Cloud
Only_to_Cloud,5597,No,Cloud
Only_to_Cloud,10867,Yes,Cloud
Near_to_Fog,59363,Yes,Fog
Only_to_Cloud,3724,No,Cloud
Near_to_Fog,82311,Yes,Fog
Near_to_Fog,17303,No,Cloud
Only_to_Cloud,69932,No,Cloud
Near_to_Fog,54273,No,Cloud
Near_to_Fog,11876,Yes,Fog
Only_to_Cloud,89728,Yes,Cloud
Only_to_Cloud,31686,Yes,Cloud
Only_to_Cloud,84486,Yes,Cloud
Only_to_Cloud,59637,No,Cloud
Only_to_Cloud,88861,Yes,Cloud
Near_to_Fog,82227,Yes,Fog
Near_to_Fog,46670,Yes,Fog
Near_to_Fog,86635,No,Cloud
Only_to_Cloud,89213,No,Cloud
Only_to_Cloud,5411,No,Cloud
Only_to_Cloud,52804,Yes,Cloud
Only_to_Cloud,58821,No,Cloud
Only_to_Cloud,49053,Yes,Cloud
Only_to_Cloud,2208,Yes,Cloud
Near_to_Fog,76753,No,Cloud
Only_to_Cloud,95037,Yes,Cloud
Near_to_Fog,16350,No,Cloud
Near_to_Fog,12989,No,Cloud
Only_to_Cloud,97062,No,Cloud
Only_to_Cloud,23047,Yes,Cloud
Only_to_Cloud,55569,Yes,Cloud
Only_to_Cloud,59580,Yes,Cloud
Near_to_Fog,11317,No,Cloud
Near_to_Fog,70125,No,Cloud
Near_to_Fog,56919,Yes,Fog
Near_to_Fog,35069,No,Cloud
Only_to_Cloud,86289,Yes,Cloud
Near_to_Fog,77996,Yes,Fog
Only_to_Cloud,52152,No,Cloud
Near_to_Fog,50781,Yes,Fog
Near_to_Fog,88868,Yes,Fog
Near_to_Fog,75987,Yes,Fog
Near_to_Fog,53588,No,Cloud
Near_to_Fog,3027,No,Cloud
Near_to_Fog,14670,Yes,Fog
Only_to_Cloud,82819,Yes,Cloud
Only_to_Cloud,30241,Yes,Cloud
Near_to_Fog,87810,No,Cloud
Near_to_Fog,77578,No,Cloud
Only_to_Cloud,48828,No,Cloud
Only_to_Cloud,34593,Yes,Cloud
Near_to_Fog,3642,No,Cloud
Only_to_Cloud,64409,Yes,Cloud
Near_to_Fog,57738,Yes,Fog
Only_to_Cloud,28747,Yes,Cloud
Near_to_Fog,47479,No,Cloud
Only_to_Cloud,25928,Yes,Cloud
Near_to_Fog,77825,No,Cloud
Only_to_Cloud,90043,No,Cloud
Near_to_Fog,37038,Yes,Fog
Only_to_Cloud,15552,No,Cloud
Only_to_Cloud,74491,Yes,Cloud
Only_to_Cloud,49458,No,Cloud
Only_to_Cloud,6888,Yes,Cloud
Near_to_Fog,18666,Yes,Fog
Near_to_Fog,89484,Yes,Fog
Only_to_Cloud,26639,No,Cloud
Near_to_Fog,67890,No,Cloud
Only_to_Cloud,45787,No,Cloud
Only_to_Cloud,16718,No,Cloud
Only_to_Cloud,26051,Yes,Cloud
Near_to_Fog,27120,No,Cloud
Near_to_Fog,26433,Yes,Fog
Only_to_Cloud,37505,Yes,Cloud
Near_to_Fog,42581,Yes,Fog
Only_to_Cloud,6993,Yes,Cloud
Only_to_Cloud,37099,Yes,Cloud
Only_to_Cloud,78799,Yes,Cloud
Only_to_Cloud,59691,No,Cloud
Only_to_Cloud,59230,Yes,Cloud
Only_to_Cloud,77161,Yes,Cloud
Near_to_Fog,14955,No,Cloud
Near_to_Fog,89254,No,Cloud
Only_to_Cloud,90656,Yes,Cloud
Only_to_Cloud,61077,Yes,Cloud
Near_to_Fog,65377,Yes,Fog
Near_to_Fog,86037,Yes,Fog
Near_to_Fog,40048,No,Cloud
Near_to_Fog,13801,No,Cloud
Near_to_Fog,12609,No,Cloud
Only_to_Cloud,33977,No,Cloud
Only_to_Cloud,67262,Yes,Cloud
Near_to_Fog,4857,Yes,Fog
Only_to_Cloud,34912,Yes,Cloud
Near_to_Fog,40360,Yes,Fog
Only_to_Cloud,23536,No,Cloud
Only_to_Cloud,41435,No,Cloud
Near_to_Fog,11061,Yes,Fog
Only_to_Cloud,23339,Yes,Cloud
Near_to_Fog,47644,Yes,Fog
Only_to_Cloud,70418,No,Cloud
Near_to_Fog,86799,No,Cloud
Only_to_Cloud,23920,No,Cloud
Near_to_Fog,8017,Yes,Fog
Near_to_Fog,83854,Yes,Fog
Only_to_Cloud,13935,Yes,Cloud
Only_to_Cloud,59340,Yes,Cloud
Near_to_Fog,78166,Yes,Fog
Only_to_Cloud,64241,Yes,Cloud
Only_to_Cloud,7623,Yes,Cloud
Only_to_Cloud,77235,No,Cloud
Near_to_Fog,82958,No,Cloud
Near_to_Fog,80450,Yes,Fog
Near_to_Fog,68413,No,Cloud
Near_to_Fog,8139,No,Cloud
Only_to_Cloud,21933,Yes,Cloud
Near_to_Fog,39548,No,Cloud
Near_to_Fog,63707,Yes,Fog
Near_to_Fog,32577,Yes,Fog
Only_to_Cloud,80796,Yes,Cloud
Near_to_Fog,88953,No,Cloud
Only_to_Cloud,4843,Yes,Cloud
Only_to_Cloud,43857,Yes,Cloud
Only_to_Cloud,28681,Yes,Cloud
Near_to_Fog,15278,No,Cloud
Near_to_Fog,24482,No,Cloud
Only_to_Cloud,66470,Yes,Cloud
Only_to_Cloud,48166,No,Cloud
Only_to_Cloud,77639,Yes,Cloud
Near_to_Fog,43209,Yes,Fog
Near_to_Fog,90062,Yes,Fog
Near_to_Fog,34119,Yes,Fog
Near_to_Fog,40728,No,Cloud
Only_to_Cloud,6733,No,Cloud
Near_to_Fog,93684,No,Cloud
Near_to_Fog,26239,No,Cloud
Near_to_Fog,92623,Yes,Fog
Only_to_Cloud,21145,Yes,Cloud
Near_to_Fog,80463,Yes,Fog
Near_to_Fog,57173,Yes,Fog
Only_to_Cloud,32713,Yes,Cloud
Near_to_Fog,83557,Yes,Fog
Near_to_Fog,74299,Yes,Fog
Only_to_Cloud,89173,Yes,Cloud
Near_to_Fog,75192,Yes,Fog
Only_to_Cloud,63670,Yes,Cloud
Only_to_Cloud,16117,Yes,Cloud
Near_to_Fog,93965,No,Cloud
Near_to_Fog,60261,Yes,Fog
Only_to_Cloud,31027,Yes,Cloud
Only_to_Cloud,12525,Yes,Cloud
Near_to_Fog,35786,Yes,Fog
Near_to_Fog,97217,Yes,Fog
Only_to_Cloud,9021,Yes,Cloud
Near_to_Fog,83654,Yes,Fog
Near_to_Fog,38384,No,Cloud
Only_to_Cloud,82855,Yes,Cloud
Near_to_Fog,62949,No,Cloud
Near_to_Fog,70953,Yes,Fog
Only_to_Cloud,807,No,Cloud
Near_to_Fog,50402,Yes,Fog
Only_to_Cloud,55071,Yes,Cloud
Only_to_Cloud,72040,No,Cloud
Near_to_Fog,81948,No,Cloud
Near_to_Fog,33254,No,Cloud
Near_to_Fog,1244,No,Cloud
Only_to_Cloud,10281,No,Cloud
Near_to_Fog,67098,No,Cloud
Only_to_Cloud,58730,No,Cloud
Only_to_Cloud,12902,No,Cloud
Only_to_Cloud,58634,No,Cloud
Only_to_Cloud,94171,Yes,Cloud
Only_to_Cloud,61141,Yes,Cloud
Only_to_Cloud,48221,Yes,Cloud
Near_to_Fog,8066,Yes,Fog
Only_to_Cloud,42751,Yes,Cloud
Only_to_Cloud,64121,Yes,Cloud
Only_to_Cloud,2710,No,Cloud
Near_to_Fog,28989,Yes,Fog
Near_to_Fog,7202,No,Cloud
Only_to_Cloud,82572,No,Cloud
Near_to_Fog,95105,Yes,Fog
Near_to_Fog,32386,No,Cloud
Only_to_Cloud,42920,No,Cloud
